"TreeID","species","SPlocation","Score","Date","Year","JulianDay","Girth_cm","DateRange","Start_Year","End_Year","Period"
1254,"quercus.robur","Gunnes's hill",2,"2011-04-13",2011,103,63,"2007-2015
",2007,2015,1
1255,"quercus.robur","Gunnes's hill",2,"2009-04-17",2009,107,102,"2007-2015
",2007,2015,1
1256,"quercus.robur","Gunnes's hill",2,"2011-04-13",2011,103,90,"2007-2015
",2007,2015,1
1257,"quercus.robur","Gunnes's hill",2,"2011-04-09",2011,99,69,"2007-2015
",2007,2015,1
1258,"quercus.robur","Gunnes's hill",2,"2015-04-18",2015,108,129,"2007-2015
",2007,2015,1
1258,"quercus.robur","Gunnes's hill",2,"2017-04-10",2017,100,140,"2016-2019
",2016,2019,2
1259,"quercus.robur","Gunnes's hill",2,"2011-04-11",2011,101,58,"2007-2015
",2007,2015,1
1260,"quercus.robur","Gunnes's hill",2,"2009-04-17",2009,107,96,"2007-2015
",2007,2015,1
1260,"quercus.robur","Gunnes's hill",2,"2016-04-18",2016,109,146,"2016-2019
",2016,2019,2
1261,"quercus.robur","Gunnes's hill",2,"2011-04-11",2011,101,55,"2007-2015
",2007,2015,1
1262,"quercus.robur","Gunnes's hill",2,"2013-05-02",2013,122,70,"2007-2015
",2007,2015,1
1262,"quercus.robur","Gunnes's hill",2,"2018-04-20",2018,110,186,"2016-2019
",2016,2019,2
1263,"quercus.robur","Gunnes's hill",2,"2009-04-09",2009,99,26,"2007-2015
",2007,2015,1
1264,"quercus.robur","Gunnes's hill",2,"2018-04-20",2018,110,62,"2016-2019
",2016,2019,2
1265,"quercus.robur","Gunnes's hill",2,"2013-04-30",2013,120,110,"2007-2015
",2007,2015,1
1267,"quercus.robur","Gunnes's hill",2,"2009-04-21",2009,111,47,"2007-2015
",2007,2015,1
1268,"quercus.robur","Gunnes's hill",2,"2013-04-30",2013,120,61,"2007-2015
",2007,2015,1
1269,"quercus.robur","Gunnes's hill",2,"2011-04-11",2011,101,54,"2007-2015
",2007,2015,1
1269,"quercus.robur","Gunnes's hill",2,"2018-04-16",2018,106,60,"2016-2019
",2016,2019,2
1270,"quercus.robur","Gunnes's hill",2,"2018-04-20",2018,110,42,"2016-2019
",2016,2019,2
1272,"quercus.robur","Gunnes's hill",2,"2013-04-30",2013,120,211,"2007-2015
",2007,2015,1
1272,"quercus.robur","Gunnes's hill",2,"2018-04-20",2018,110,228,"2016-2019
",2016,2019,2
1273,"quercus.robur","Gunnes's hill",2,"2011-04-15",2011,105,44,"2007-2015
",2007,2015,1
1274,"quercus.robur","Gunnes's hill",2,"2012-04-10",2012,101,255,"2007-2015
",2007,2015,1
1274,"quercus.robur","Gunnes's hill",2,"2016-04-17",2016,108,266,"2016-2019
",2016,2019,2
1275,"quercus.robur","Gunnes's hill",2,"2009-04-09",2009,99,318,"2007-2015
",2007,2015,1
1277,"quercus.robur","Gunnes's hill",2,"2011-04-05",2011,95,312,"2007-2015
",2007,2015,1
1279,"quercus.robur","Gunnes's hill",2,"2012-04-02",2012,93,265,"2007-2015
",2007,2015,1
1279,"quercus.robur","Gunnes's hill",2,"2016-04-18",2016,109,271,"2016-2019
",2016,2019,2
1280,"quercus.robur","Gunnes's hill",2,"2013-05-02",2013,122,406,"2007-2015
",2007,2015,1
1281,"quercus.robur","Gunnes's hill",2,"2013-05-06",2013,126,72,"2007-2015
",2007,2015,1
1284,"quercus.robur","Gunnes's hill",2,"2013-04-30",2013,120,101,"2007-2015
",2007,2015,1
1285,"quercus.robur","Gunnes's hill",2,"2009-04-11",2009,101,161,"2007-2015
",2007,2015,1
1285,"quercus.robur","Gunnes's hill",2,"2016-04-28",2016,119,176,"2016-2019
",2016,2019,2
1286,"quercus.robur","Gunnes's hill",2,"2009-04-09",2009,99,124,"2007-2015
",2007,2015,1
1287,"quercus.robur","Gunnes's hill",2,"2009-04-19",2009,109,68,"2007-2015
",2007,2015,1
1288,"quercus.robur","Gunnes's hill",2,"2013-04-30",2013,120,104,"2007-2015
",2007,2015,1
1289,"quercus.robur","Gunnes's hill",2,"2011-04-09",2011,99,71,"2007-2015
",2007,2015,1
1290,"quercus.robur","Gunnes's hill",2,"2009-04-15",2009,105,47,"2007-2015
",2007,2015,1
1291,"quercus.robur","Gunnes's hill",2,"2009-04-15",2009,105,107,"2007-2015
",2007,2015,1
1294,"quercus.robur","Gunnes's hill",2,"2009-04-19",2009,109,126,"2007-2015
",2007,2015,1
1294,"quercus.robur","Gunnes's hill",2,"2018-04-23",2018,113,136,"2016-2019
",2016,2019,2
1298,"quercus.robur","Gunnes's hill",2,"2009-04-19",2009,109,41,"2007-2015
",2007,2015,1
1300,"quercus.robur","Gunnes's hill",2,"2013-05-04",2013,124,110,"2007-2015
",2007,2015,1
1303,"quercus.robur","Gunnes's hill",2,"2011-04-17",2011,107,73,"2007-2015
",2007,2015,1
1303,"quercus.robur","Gunnes's hill",2,"2016-05-03",2016,124,72,"2016-2019
",2016,2019,2
1304,"quercus.robur","Gunnes's hill",2,"2009-04-09",2009,99,151,"2007-2015
",2007,2015,1
1304,"quercus.robur","Gunnes's hill",2,"2017-04-15",2017,105,162,"2016-2019
",2016,2019,2
1305,"quercus.robur","Gunnes's hill",2,"2011-04-13",2011,103,58,"2007-2015
",2007,2015,1
1306,"quercus.robur","Gunnes's hill",2,"2013-05-06",2013,126,37,"2007-2015
",2007,2015,1
1306,"quercus.robur","Gunnes's hill",2,"2016-04-25",2016,116,38,"2016-2019
",2016,2019,2
1307,"quercus.robur","Hell hill",2,"2013-05-04",2013,124,35,"2007-2015
",2007,2015,1
1307,"quercus.robur","Hell hill",2,"2017-04-15",2017,105,39,"2016-2019
",2016,2019,2
1308,"quercus.robur","Hell hill",2,"2009-04-03",2009,93,71,"2007-2015
",2007,2015,1
1309,"quercus.robur","Hell hill",2,"2011-04-09",2011,99,96,"2007-2015
",2007,2015,1
1310,"quercus.robur","Hell hill",2,"2009-04-13",2009,103,60,"2007-2015
",2007,2015,1
1311,"quercus.robur","Hell hill",2,"2011-04-11",2011,101,51,"2007-2015
",2007,2015,1
1311,"quercus.robur","Hell hill",2,"2017-04-18",2017,108,53,"2016-2019
",2016,2019,2
1313,"quercus.robur","Hell hill",2,"2012-04-14",2012,105,69,"2007-2015
",2007,2015,1
1313,"quercus.robur","Hell hill",2,"2016-04-14",2016,105,80,"2016-2019
",2016,2019,2
1314,"quercus.robur","Hell hill",2,"2010-04-21",2010,111,49,"2007-2015
",2007,2015,1
1314,"quercus.robur","Hell hill",2,"2016-04-14",2016,105,64,"2016-2019
",2016,2019,2
1316,"quercus.robur","Hell hill",2,"2011-04-07",2011,97,113,"2007-2015
",2007,2015,1
1317,"quercus.robur","Hell hill",2,"2015-04-13",2015,103,210,"2007-2015
",2007,2015,1
1320,"quercus.robur","Gunnes's hill",2,"2013-04-22",2013,112,284,"2007-2015
",2007,2015,1
1322,"quercus.robur","Gunnes's hill",2,"2012-04-06",2012,97,171,"2007-2015
",2007,2015,1
1322,"quercus.robur","Gunnes's hill",2,"2016-04-14",2016,105,250,"2016-2019
",2016,2019,2
1323,"quercus.robur","Gunnes's hill",2,"2011-04-05",2011,95,107,"2007-2015
",2007,2015,1
1324,"quercus.robur","Gunnes's hill",2,"2013-04-28",2013,118,211,"2007-2015
",2007,2015,1
1325,"quercus.robur","Gunnes's hill",2,"2013-04-28",2013,118,201,"2007-2015
",2007,2015,1
1326,"quercus.robur","Observatory copse",2,"2011-04-10",2011,100,276,"2007-2015
",2007,2015,1
1327,"quercus.robur","Observatory copse",2,"2013-04-27",2013,117,320,"2007-2015
",2007,2015,1
1328,"quercus.robur","Observatory copse",2,"2009-04-08",2009,98,143,"2007-2015
",2007,2015,1
1329,"quercus.robur","Observatory copse",2,"2009-04-14",2009,104,55,"2007-2015
",2007,2015,1
1331,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,115,"2007-2015
",2007,2015,1
1332,"quercus.robur","Merten's acres",2,"2013-05-05",2013,125,79,"2007-2015
",2007,2015,1
1333,"quercus.robur","Merten's acres",2,"2012-03-26",2012,86,105,"2007-2015
",2007,2015,1
1333,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,114,"2016-2019
",2016,2019,2
1334,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,55,"2007-2015
",2007,2015,1
1335,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,56,"2007-2015
",2007,2015,1
1336,"quercus.robur","Merten's acres",2,"2013-05-03",2013,123,108,"2007-2015
",2007,2015,1
1337,"quercus.robur","Observatory ridge",2,"2013-05-01",2013,121,78,"2007-2015
",2007,2015,1
1339,"quercus.robur","Merten's acres",2,"2009-04-14",2009,104,103,"2007-2015
",2007,2015,1
1340,"quercus.robur","Merten's acres",2,"2009-04-18",2009,108,74,"2007-2015
",2007,2015,1
1341,"quercus.robur","Merten's acres",2,"2009-04-14",2009,104,109,"2007-2015
",2007,2015,1
1342,"quercus.robur","Merten's acres",2,"2009-04-18",2009,108,52,"2007-2015
",2007,2015,1
1343,"quercus.robur","Merten's acres",2,"2013-04-23",2013,113,97,"2007-2015
",2007,2015,1
1344,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,60,"2007-2015
",2007,2015,1
1346,"quercus.robur","Merten's acres",2,"2009-04-12",2009,102,100,"2007-2015
",2007,2015,1
1347,"quercus.robur","Merten's acres",2,"2011-04-12",2011,102,70,"2007-2015
",2007,2015,1
1348,"quercus.robur","Merten's acres",2,"2009-04-14",2009,104,97,"2007-2015
",2007,2015,1
1349,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,112,"2007-2015
",2007,2015,1
1350,"quercus.robur","Merten's acres",2,"2009-04-14",2009,104,77,"2007-2015
",2007,2015,1
1351,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,29,"2016-2019
",2016,2019,2
1352,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,62,"2016-2019
",2016,2019,2
1353,"quercus.robur","Merten's acres",2,"2009-04-22",2009,112,39,"2007-2015
",2007,2015,1
1354,"quercus.robur","Merten's acres",2,"2009-04-14",2009,104,65,"2007-2015
",2007,2015,1
1355,"quercus.robur","Merten's acres",2,"2009-04-22",2009,112,111,"2007-2015
",2007,2015,1
1356,"quercus.robur","Merten's acres",2,"2011-04-12",2011,102,48,"2007-2015
",2007,2015,1
1356,"quercus.robur","Merten's acres",2,"2017-04-11",2017,101,50,"2016-2019
",2016,2019,2
1357,"quercus.robur","Merten's acres",2,"2013-04-29",2013,119,77,"2007-2015
",2007,2015,1
1358,"quercus.robur","Merten's acres",2,"2009-04-30",2009,120,39,"2007-2015
",2007,2015,1
1359,"quercus.robur","Merten's acres",2,"2009-04-14",2009,104,188,"2007-2015
",2007,2015,1
1360,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,127,"2007-2015
",2007,2015,1
1361,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,170,"2007-2015
",2007,2015,1
1361,"quercus.robur","Merten's acres",2,"2016-04-14",2016,105,180,"2016-2019
",2016,2019,2
1362,"quercus.robur","Merten's acres",2,"2011-04-16",2011,106,105,"2007-2015
",2007,2015,1
1363,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,106,"2007-2015
",2007,2015,1
1364,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,105,"2007-2015
",2007,2015,1
1365,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,153,"2007-2015
",2007,2015,1
1366,"quercus.robur","Merten's acres",2,"2009-04-10",2009,100,462,"2007-2015
",2007,2015,1
1367,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,82,"2007-2015
",2007,2015,1
1368,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,118,"2007-2015
",2007,2015,1
1369,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,92,"2007-2015
",2007,2015,1
1370,"quercus.robur","Observatory ridge",2,"2009-04-16",2009,106,77,"2007-2015
",2007,2015,1
1371,"quercus.robur","Observatory ridge",2,"2011-04-08",2011,98,106,"2007-2015
",2007,2015,1
1371,"quercus.robur","Observatory ridge",2,"2018-04-21",2018,111,107,"2016-2019
",2016,2019,2
1372,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,70,"2007-2015
",2007,2015,1
1372,"quercus.robur","Observatory ridge",2,"2016-05-06",2016,127,68,"2016-2019
",2016,2019,2
1373,"quercus.robur","Observatory ridge",2,"2009-04-02",2009,92,114,"2007-2015
",2007,2015,1
1374,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,91,"2007-2015
",2007,2015,1
1374,"quercus.robur","Merten's acres",2,"2017-04-10",2017,100,100,"2016-2019
",2016,2019,2
1375,"quercus.robur","Gunnes's hill",2,"2013-05-04",2013,124,36,"2007-2015
",2007,2015,1
1375,"quercus.robur","Gunnes's hill",2,"2018-04-20",2018,110,40,"2016-2019
",2016,2019,2
1376,"quercus.robur","Gunnes's hill",2,"2013-04-28",2013,118,46,"2007-2015
",2007,2015,1
1377,"quercus.robur","Gunnes's hill",2,"2013-05-04",2013,124,26,"2007-2015
",2007,2015,1
1378,"quercus.robur","Gunnes's hill",2,"2009-05-01",2009,121,52,"2007-2015
",2007,2015,1
1380,"quercus.robur","Gunnes's hill",2,"2011-04-07",2011,97,151,"2007-2015
",2007,2015,1
1380,"quercus.robur","Gunnes's hill",2,"2018-04-20",2018,110,169,"2016-2019
",2016,2019,2
1383,"quercus.robur","Gunnes's hill",2,"2011-04-13",2011,103,15,"2007-2015
",2007,2015,1
1385,"quercus.robur","Elm slope",2,"2011-04-05",2011,95,286,"2007-2015
",2007,2015,1
1386,"quercus.robur","Elm slope",2,"2009-04-07",2009,97,366,"2007-2015
",2007,2015,1
1387,"quercus.robur","Elm slope",2,"2011-04-05",2011,95,330,"2007-2015
",2007,2015,1
1388,"quercus.robur","Elm slope",2,"2013-04-24",2013,114,399,"2007-2015
",2007,2015,1
1389,"quercus.robur","Elm slope",2,"2011-04-01",2011,91,60,"2007-2015
",2007,2015,1
1390,"quercus.robur","Elm slope",2,"2011-04-09",2011,99,280,"2007-2015
",2007,2015,1
1390,"quercus.robur","Elm slope",2,"2017-04-10",2017,100,282,"2016-2019
",2016,2019,2
1391,"quercus.robur","Elm slope",2,"2018-04-20",2018,110,60,"2016-2019
",2016,2019,2
1392,"quercus.robur","Elm slope",2,"2009-04-23",2009,113,75,"2007-2015
",2007,2015,1
1393,"quercus.robur","Elm slope",2,"2011-04-17",2011,107,72,"2007-2015
",2007,2015,1
1394,"quercus.robur","Elm slope",2,"2013-05-02",2013,122,105,"2007-2015
",2007,2015,1
1395,"quercus.robur","Elm slope",2,"2011-04-07",2011,97,266,"2007-2015
",2007,2015,1
1397,"quercus.robur","Elm slope",2,"2013-04-30",2013,120,299,"2007-2015
",2007,2015,1
1398,"quercus.robur","Elm slope",2,"2009-04-07",2009,97,236,"2007-2015
",2007,2015,1
1399,"quercus.robur","Elm slope",2,"2013-04-30",2013,120,260,"2007-2015
",2007,2015,1
1400,"quercus.robur","Elm slope",2,"2013-04-30",2013,120,261,"2007-2015
",2007,2015,1
1400,"quercus.robur","Elm slope",2,"2018-04-20",2018,110,264,"2016-2019
",2016,2019,2
1401,"quercus.robur","Elm slope",2,"2009-04-17",2009,107,266,"2007-2015
",2007,2015,1
1401,"quercus.robur","Elm slope",2,"2018-04-20",2018,110,279,"2016-2019
",2016,2019,2
1403,"quercus.robur","Elm slope",2,"2012-03-30",2012,90,183,"2007-2015
",2007,2015,1
1403,"quercus.robur","Elm slope",2,"2016-04-18",2016,109,188,"2016-2019
",2016,2019,2
1404,"quercus.robur","Elm slope",2,"2013-04-30",2013,120,235,"2007-2015
",2007,2015,1
1407,"quercus.robur","Elm slope",2,"2009-04-19",2009,109,72,"2007-2015
",2007,2015,1
1409,"quercus.robur","Elm slope",2,"2013-04-30",2013,120,107,"2007-2015
",2007,2015,1
1410,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,83,"2007-2015
",2007,2015,1
1411,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,68,"2007-2015
",2007,2015,1
1412,"quercus.robur","Merten's acres",2,"2011-04-06",2011,96,120,"2007-2015
",2007,2015,1
1413,"quercus.robur","Merten's acres",2,"2013-05-01",2013,121,116,"2007-2015
",2007,2015,1
1414,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,95,"2007-2015
",2007,2015,1
1415,"quercus.robur","Merten's acres",2,"2013-04-27",2013,117,83,"2007-2015
",2007,2015,1
1416,"quercus.robur","Merten's acres",2,"2011-04-08",2011,98,118,"2007-2015
",2007,2015,1
1417,"quercus.robur","Merten's acres",2,"2016-04-24",2016,115,110,"2016-2019
",2016,2019,2
1418,"quercus.robur","Merten's acres",2,"2009-04-16",2009,106,75,"2007-2015
",2007,2015,1
1419,"quercus.robur","Merten's acres",2,"2011-04-10",2011,100,138,"2007-2015
",2007,2015,1
1420,"quercus.robur","Merten's acres",2,"2012-04-10",2012,101,121,"2007-2015
",2007,2015,1
1420,"quercus.robur","Merten's acres",2,"2016-04-18",2016,109,133,"2016-2019
",2016,2019,2
1421,"quercus.robur","Observatory copse",2,"2016-04-28",2016,119,100,"2016-2019
",2016,2019,2
1422,"quercus.robur","Observatory copse",2,"2011-04-14",2011,104,48,"2007-2015
",2007,2015,1
1423,"quercus.robur","Observatory copse",2,"2011-04-04",2011,94,307,"2007-2015
",2007,2015,1
1424,"quercus.robur","Observatory ridge",2,"2011-04-08",2011,98,170,"2007-2015
",2007,2015,1
1424,"quercus.robur","Observatory ridge",2,"2018-04-17",2018,107,161,"2016-2019
",2016,2019,2
1425,"quercus.robur","Observatory ridge",2,"2011-04-16",2011,106,146,"2007-2015
",2007,2015,1
1426,"quercus.robur","Observatory ridge",2,"2010-04-19",2010,109,126,"2007-2015
",2007,2015,1
1427,"quercus.robur","Observatory ridge",2,"2010-04-19",2010,109,139,"2007-2015
",2007,2015,1
1427,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,164,"2016-2019
",2016,2019,2
1428,"quercus.robur","Observatory ridge",2,"2011-04-12",2011,102,73,"2007-2015
",2007,2015,1
1430,"quercus.robur","Observatory ridge",2,"2011-04-12",2011,102,33,"2007-2015
",2007,2015,1
1431,"quercus.robur","Observatory ridge",2,"2013-05-01",2013,121,54,"2007-2015
",2007,2015,1
1432,"quercus.robur","Observatory ridge",2,"2009-04-16",2009,106,60,"2007-2015
",2007,2015,1
1433,"quercus.robur","Observatory ridge",2,"2013-05-05",2013,125,57,"2007-2015
",2007,2015,1
1434,"quercus.robur","Observatory ridge",2,"2013-05-03",2013,123,65,"2007-2015
",2007,2015,1
1435,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,62,"2007-2015
",2007,2015,1
1436,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,84,"2007-2015
",2007,2015,1
1437,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,106,"2016-2019
",2016,2019,2
1441,"quercus.robur","Observatory ridge",2,"2013-04-19",2013,109,207,"2007-2015
",2007,2015,1
1442,"quercus.robur","Observatory ridge",2,"2013-04-23",2013,113,190,"2007-2015
",2007,2015,1
1443,"quercus.robur","Observatory ridge",2,"2013-04-23",2013,113,141,"2007-2015
",2007,2015,1
1444,"quercus.robur","Observatory ridge",2,"2015-04-17",2015,107,149,"2007-2015
",2007,2015,1
1444,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,164,"2016-2019
",2016,2019,2
1445,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,180,"2007-2015
",2007,2015,1
1446,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,25,"2007-2015
",2007,2015,1
1447,"quercus.robur","Observatory ridge",2,"2013-04-29",2013,119,62,"2007-2015
",2007,2015,1
1448,"quercus.robur","Observatory ridge",2,"2012-04-20",2012,111,100,"2007-2015
",2007,2015,1
1449,"quercus.robur","Observatory ridge",2,"2013-04-29",2013,119,40,"2007-2015
",2007,2015,1
1450,"quercus.robur","Observatory ridge",2,"2013-05-03",2013,123,67,"2007-2015
",2007,2015,1
1450,"quercus.robur","Observatory ridge",2,"2017-04-18",2017,108,103,"2016-2019
",2016,2019,2
1452,"quercus.robur","Observatory ridge",2,"2009-04-10",2009,100,122,"2007-2015
",2007,2015,1
1453,"quercus.robur","Observatory ridge",2,"2009-04-04",2009,94,226,"2007-2015
",2007,2015,1
1454,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,107,"2007-2015
",2007,2015,1
1455,"quercus.robur","Observatory ridge",2,"2011-04-06",2011,96,140,"2007-2015
",2007,2015,1
1456,"quercus.robur","Observatory ridge",2,"2011-04-08",2011,98,102,"2007-2015
",2007,2015,1
1457,"quercus.robur","Observatory ridge",2,"2011-04-02",2011,92,154,"2007-2015
",2007,2015,1
1458,"quercus.robur","Observatory ridge",2,"2015-04-29",2015,119,79,"2007-2015
",2007,2015,1
1458,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,75,"2016-2019
",2016,2019,2
1459,"quercus.robur","Observatory ridge",2,"2011-04-08",2011,98,152,"2007-2015
",2007,2015,1
1459,"quercus.robur","Observatory ridge",2,"2017-04-07",2017,97,152,"2016-2019
",2016,2019,2
1461,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,128,"2007-2015
",2007,2015,1
1462,"quercus.robur","Observatory ridge",2,"2011-04-04",2011,94,155,"2007-2015
",2007,2015,1
1463,"quercus.robur","Observatory ridge",2,"2009-04-10",2009,100,115,"2007-2015
",2007,2015,1
1464,"quercus.robur","Observatory ridge",2,"2013-04-29",2013,119,166,"2007-2015
",2007,2015,1
1465,"quercus.robur","Observatory ridge",2,"2015-04-11",2015,101,112,"2007-2015
",2007,2015,1
1465,"quercus.robur","Observatory ridge",2,"2018-04-12",2018,102,119,"2016-2019
",2016,2019,2
1466,"quercus.robur","Observatory ridge",2,"2016-04-14",2016,105,97,"2016-2019
",2016,2019,2
1467,"quercus.robur","Observatory ridge",2,"2011-04-02",2011,92,165,"2007-2015
",2007,2015,1
1468,"quercus.robur","Observatory ridge",2,"2009-04-06",2009,96,124,"2007-2015
",2007,2015,1
1469,"quercus.robur","Observatory ridge",2,"2011-04-06",2011,96,144,"2007-2015
",2007,2015,1
1469,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,150,"2016-2019
",2016,2019,2
1471,"quercus.robur","Observatory ridge",2,"2011-04-10",2011,100,128,"2007-2015
",2007,2015,1
1472,"quercus.robur","Observatory ridge",2,"2013-04-23",2013,113,157,"2007-2015
",2007,2015,1
1473,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,142,"2007-2015
",2007,2015,1
1474,"quercus.robur","Observatory copse",2,"2015-04-14",2015,104,164,"2007-2015
",2007,2015,1
1474,"quercus.robur","Observatory copse",2,"2016-04-14",2016,105,162,"2016-2019
",2016,2019,2
1475,"quercus.robur","Observatory ridge",2,"2013-04-27",2013,117,165,"2007-2015
",2007,2015,1
1475,"quercus.robur","Observatory ridge",2,"2018-04-21",2018,111,164,"2016-2019
",2016,2019,2
1476,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,190,"2007-2015
",2007,2015,1
1478,"quercus.robur","Observatory ridge",2,"2011-04-10",2011,100,90,"2007-2015
",2007,2015,1
1479,"quercus.robur","Observatory ridge",2,"2013-05-03",2013,123,58,"2007-2015
",2007,2015,1
1480,"quercus.robur","Observatory ridge",2,"2011-04-06",2011,96,90,"2007-2015
",2007,2015,1
1481,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,90,"2007-2015
",2007,2015,1
1482,"quercus.robur","Observatory ridge",2,"2013-05-01",2013,121,75,"2007-2015
",2007,2015,1
1483,"quercus.robur","Observatory ridge",2,"2010-04-27",2010,117,100,"2007-2015
",2007,2015,1
1483,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,98,"2016-2019
",2016,2019,2
1484,"quercus.robur","Observatory ridge",2,"2010-04-27",2010,117,120,"2007-2015
",2007,2015,1
1484,"quercus.robur","Observatory ridge",2,"2017-04-13",2017,103,172,"2016-2019
",2016,2019,2
1485,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,105,"2007-2015
",2007,2015,1
1487,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,107,"2007-2015
",2007,2015,1
1488,"quercus.robur","Observatory ridge",2,"2010-04-13",2010,103,172,"2007-2015
",2007,2015,1
1489,"quercus.robur","Observatory ridge",2,"2009-04-16",2009,106,168,"2007-2015
",2007,2015,1
1490,"quercus.robur","Observatory ridge",2,"2011-04-10",2011,100,170,"2007-2015
",2007,2015,1
1491,"quercus.robur","Observatory ridge",2,"2010-04-27",2010,117,200,"2007-2015
",2007,2015,1
1491,"quercus.robur","Observatory ridge",2,"2017-04-11",2017,101,227,"2016-2019
",2016,2019,2
1492,"quercus.robur","Observatory ridge",2,"2013-04-25",2013,115,182,"2007-2015
",2007,2015,1
1493,"quercus.robur","Observatory ridge",2,"2012-04-06",2012,97,47,"2007-2015
",2007,2015,1
1493,"quercus.robur","Observatory ridge",2,"2016-04-18",2016,109,45,"2016-2019
",2016,2019,2
1494,"quercus.robur","Observatory ridge",2,"2009-04-14",2009,104,168,"2007-2015
",2007,2015,1
1495,"quercus.robur","Observatory ridge",2,"2013-05-05",2013,125,46,"2007-2015
",2007,2015,1
1496,"quercus.robur","Observatory ridge",2,"2011-04-14",2011,104,56,"2007-2015
",2007,2015,1
1497,"quercus.robur","Observatory ridge",2,"2009-04-22",2009,112,40,"2007-2015
",2007,2015,1
1498,"quercus.robur","Observatory ridge",2,"2009-04-22",2009,112,166,"2007-2015
",2007,2015,1
1498,"quercus.robur","Observatory ridge",2,"2016-05-06",2016,127,152,"2016-2019
",2016,2019,2
1505,"quercus.robur","Reactor",2,"2011-04-04",2011,94,118,"2007-2015
",2007,2015,1
1506,"quercus.robur","Reactor",2,"2009-04-12",2009,102,92,"2007-2015
",2007,2015,1
1506,"quercus.robur","Reactor",2,"2016-04-18",2016,109,113,"2016-2019
",2016,2019,2
1507,"quercus.robur","Reactor",2,"2009-04-10",2009,100,74,"2007-2015
",2007,2015,1
1508,"quercus.robur","Reactor",2,"2011-04-12",2011,102,71,"2007-2015
",2007,2015,1
1509,"quercus.robur","Reactor",2,"2009-04-14",2009,104,91,"2007-2015
",2007,2015,1
1510,"quercus.robur","Reactor",2,"2009-04-04",2009,94,78,"2007-2015
",2007,2015,1
1512,"quercus.robur","Reactor",2,"2009-04-12",2009,102,160,"2007-2015
",2007,2015,1
1513,"quercus.robur","Reactor",2,"2013-04-25",2013,115,78,"2007-2015
",2007,2015,1
1514,"quercus.robur","Reactor",2,"2009-04-14",2009,104,115,"2007-2015
",2007,2015,1
1515,"quercus.robur","Reactor",2,"2011-04-10",2011,100,97,"2007-2015
",2007,2015,1
1516,"quercus.robur","Reactor",2,"2009-04-14",2009,104,88,"2007-2015
",2007,2015,1
1517,"quercus.robur","Reactor",2,"2013-04-29",2013,119,79,"2007-2015
",2007,2015,1
1518,"quercus.robur","Reactor",2,"2013-05-01",2013,121,76,"2007-2015
",2007,2015,1
1520,"quercus.robur","Reactor",2,"2011-04-10",2011,100,97,"2007-2015
",2007,2015,1
1521,"quercus.robur","Reactor",2,"2013-04-29",2013,119,137,"2007-2015
",2007,2015,1
1523,"quercus.robur","Merten's acres",2,"2013-04-25",2013,115,148,"2007-2015
",2007,2015,1
1524,"quercus.robur","Pond field",2,"2009-04-22",2009,112,44,"2007-2015
",2007,2015,1
1524,"quercus.robur","Pond field",2,"2017-04-15",2017,105,42,"2016-2019
",2016,2019,2
1525,"quercus.robur","Pond field",2,"2013-04-25",2013,115,70,"2007-2015
",2007,2015,1
